ad_id,text,DONATE,CONTACT,PURCHASE,GOTV,EVENT,POLL,GATHERINFO,LEARNMORE,PRIMARY_PERSUADE
x_277901453327331,A local fisherman shares why he trusts Debbie Boothe-Schmidt to fight for our jobs during these tough times.,0,0,0,0,0,0,0,0,1
x_2662894107374198,🚨ALERT🚨 Many battleground races are too close to call in our fight to restore President Trump’s Majority! We need your help NOW!,1,0,0,0,0,0,0,0,0
x_700690633898024,Early voting ends October 31 and Election Day is November 3. I would appreciate your support!,0,0,0,0,0,0,0,0,1
x_1242030902856150,"Thanks to Marie-Louise Ramsdale for the shout-out on Twitter and the donation matching! Will you join her to help get Mia re-elected to the SC Senate?   “Today’s #MatchingMoneyMonday candidate is Mia McLeod. Sen. McLeod is one of only four women in the SC Senate.   Donate $20.20 on the link below and when she raises $202, I match! @scdp #DemCastSC @N_RichlandDems”",1,0,0,0,0,0,0,0,0
x_1013382985766133,"BREAKING: Republicans are trying to use the coronavirus pandemic as an excuse to tank voting rights. But luckily, Amy Klobuchar STEPPED UP and announced a historic bill to save the election. It’s undeniable: high voter turnout is bad for Republicans. That’s exactly why McConnell hasn’t allowed a vote on Amy’s bill. But we’re not giving up -- we’re launching a nationwide grassroots campaign to demand safe, free, and fair elections. But we can’t do it alone. So please, if you’re with us, add your name now >>",0,0,0,0,0,0,1,0,0
x_258189388844152,"Phony Steve Bullock can’t make up his mind, but his gun record speaks for itself. Don’t be fooled, Montana. Defend your rights. Defeat Steve Bullock.",0,0,0,0,0,0,0,1,0
x_2919373374961250,Mark Kelly ONLY cares about the money💲💲 - NOT the people of Arizona,0,0,0,0,0,0,0,1,1
x_1050227902105967,Stop the Violence. Turn in your ballot today!,0,0,0,0,0,0,0,1,1
x_2725640491043178,"Barack Obama just issued a MASSIVE warning -- there’s no room for failure in 2020. This is the most important election of our lives! We’re sprinting to elect as many Democrats as possible AND defeat Trump. We won’t sugarcoat this: Trump and his Republicans WILL win if we don’t hit our fundraising goals. But if everyone reading this chipped in at least $3, we’d CRUSH our goals. Trump wouldn’t stand a chance!   PLEASE: Chip in $10 immediately →",1,0,0,0,0,0,0,0,0
x_242907050427106,"BIG NEWS: President Obama announced he will come out of retirement to campaign against Trump’s AWFUL Republicans in 2020.   2020 MUST be an all-hands-on-deck movement to PROTECT our Democratic House Majority, FLIP the Senate, and DEFEAT Donald Trump! To get started, we’ve set a weekly fundraising goal of $75,000 -- and right now we’re falling short. Rush a 5X-MATCHED donation to elect Democrats in 2020 and protect our House Majority!",1,0,0,0,0,0,0,0,0
x_1251237625246253,"I’m honored to have the backing and trust of these local leaders. The polls are open through this Friday, October 30. If you haven’t made it to the polls yet, click here to find more information: https://www.stevefortexas.com/voting/",0,0,0,1,0,0,0,1,1
x_2783844845232521,"We know what we need to do to defend Justice Ginsburg's legacy: fight with everything we've got to protect it. This election, vote to protect abortion access. Vote for Day Hochman Vigil for House District 15.",0,0,0,0,0,0,0,1,1
x_339263927336700,"🚨 URGENT PETITION: DEMAND TRUMP BE IMPEACHED...AGAIN!    Trump has committed so many impeachable offenses that it’s hard to keep track. Congress needs to launch a new impeachment trial to stop him from winning re-election -- it’s the only way!   We need 350,000 signatures on our **URGENT** petition demanding another impeachment trial before the election. Do NOT let Trump get away with his corruption -- add your name NOW >>",0,0,0,0,0,0,1,0,0
x_1016810872074007,"Robert Reich: To save America from the racist, authoritarian nightmare that’s Trump, we need to beat him by such an enormous margin that his entire toxic approach to politics is discredited forever. We need to sweep presidential battleground states from Pennsylvania to Florida—and even win states like Arizona, which were once ruby-red.  We also need to defeat the Senate Republicans who have enabled Trump, including Susan Collins, Martha McSally, Cory Gardner, and, of course, Mitch McConnell.  That's where MoveOn and their game-changing Vote Tripling strategy comes in. My friends at MoveOn are some of the country’s most effective grassroots organizers, and Vote Tripling has been proven to be FIVE times more effective at getting out the vote than traditional strategies.  But MoveOn needs to raise enough money to run its Vote Tripling program in all the key presidential AND Senate battleground states from now until Election Day. I've seen MoveOn tip elections time after time over the last 20 years. And I know that MoveOn's Vote Tripling plan will work, but only if it's fully funded. Chip in monthly to support this critical work.  [Paid for by MoveOn.org Political Action, pol.moveon.org, not authorized by any candidate or candidate’s committee.]",1,0,0,0,0,0,0,0,0
x_1042266962883553,Joe Biden’s plan for reopening schools safely is the kind of leadership our students and educators need.,0,0,0,0,0,0,0,1,1
x_1019989881774859,"BREAKING: Nancy Pelosi admitted to her donors that if Republicans win Texas’ 7th Congressional District, her majority will be LOST.   U.S. Army Captain Wesley Hunt is leading the fight to win it back!  Please contribute to our Texas Victory Fund -- all contributions to it we’ll be MATCHED for the next HOUR.",1,0,0,0,0,0,0,0,0
x_320578525842478,Amy McGrath comparing President Trump’s election to 9/11 is unacceptable. - Col. Jim Clark USMC (Ret),0,0,0,0,0,0,0,1,1
x_624607578198429,"""How many ways can they try and ruin a small business?""",0,0,0,0,0,0,0,0,1
x_2710268399187187,"The president, who has often derided Democratic-run states, singled out three of them as particularly deplorable.",0,0,0,0,0,0,0,1,0
x_1001078086985009,"After FOUR DECADES in the Washington Swamp, Joe Biden has accomplished nothing.  He’s just a washed-up, career politician being used as a PAWN by the Radical Left.  The fact is, Sleepy Joe is not the leader of his party. He is the helpless puppet of the Democrats.  Does that sound like someone who’s ready to lead a Country?  Donate NOW to help DRAIN THE SWAMP!",1,0,0,0,0,0,0,0,0
x_297377914686446,Rep. Stephanie Murphy helped pass the Paycheck Protection Program which kept businesses and their employees afloat. Call Rep. Murphy to thank her and tell her to keep fighting for Central Florida's families and small businesses.,0,1,0,0,0,0,0,0,1
x_2481441222155609,"From day one, Attorney General Josh Stein has been working hard for us. He joined the lawsuit to stop the defunding of Planned Parenthood and also fought to protect access to birth control. He worked to block the Trump administration’s “gag rule” that would shift money from Planned Parenthood health centers to fake clinics that lie to patients. Josh Stein will keep standing up for us because he fights for what is important. This fall, vote for an attorney general who works for us.",0,0,0,0,0,0,0,1,1
x_1216455385365664,PROUD PATRIOTS: Get Ready For The 2020 Election With This Collectible  Every one of these collectibles is:  🇺🇸 Made In The USA ✅ Legal Currency ✅ 30-Day Guaranteed  Order yours today by clicking on the image or [Learn More] button below right now...,0,0,1,0,0,0,0,0,0
x_1046033525809729,Jaime Harrison is too liberal for South Carolina.,0,0,0,0,0,0,0,1,1
x_2618911701772620,“This thing is a KILLER if it gets you.”  Trump KNEW the American people had something to fear. 🤨🦠   #RememberInNovember #protectourvote #election2020 #Debate2020 #vote #TrumpLied#TrumpLiedPeopleDied,0,0,0,0,0,0,0,1,1
x_754352525297142,BREAKING: The Trump administration issued its final statement to open 9 million acres of Alaska's Tongass National Forest to logging and clearcutting.   There are bills in Congress that would enact permanent protections. Add your name to protect the Tongass and all our national forests: https://sc.org/2GF3k1b,0,0,0,0,0,0,1,0,0
x_1132296243838290,"Healthcare is personal for me, and I promise to fight for your family as hard as I fight for mine.  9 years ago I was diagnosed with HER2+ breast cancer. My kids were 1, 8, and 10. I hit barrier after barrier finding the right treatment, even with good health insurance from Kevin’s dental practice. Surviving cancer made me tougher, more compassionate, and pointed me to take my passion for serving our community to the next level.",0,0,0,0,0,0,0,1,1
x_662932757951759,"Tyler Kistner is endorsed by multiple police organizations, because they trust Tyler to keep our families safe. As a Marine Veteran, Tyler has always put country over party, and we can trust him to effectively represent us in Washington.  Angie Craig supports defunding the police, which would put the safety and security of our families at risk. Angie votes with her own party 97% of the time, and supports a government takeover of healthcare and drastically changing Medicare. Washington politician Angie Craig has failed her own test, it's time for new leadership in Washington.",0,0,0,0,0,0,0,1,1
x_1053092285136797,"Cindy McCain is asking Republicans to join her in voting for a man with integrity, character, and empathy: Joe Biden.",0,0,0,0,0,0,0,0,1
x_3569947463072617,Granite State Voters have a third choice at the polls this November! Vote for Justin O'Donnell on November 3rd!  Learn more at wwwODonnell2020.com,0,0,0,0,0,0,0,1,1
x_387821552569649,"Ya basta de política. Es hora de resolver problemas, controla la propagación del virus, y ayudar a los pequeños negocios.",0,0,0,0,0,0,0,1,0
x_1002964226871738,Election outcomes are controlled by people who show up.   Your country needs you to show up.   President Trump needs you to show up.  Vote now.,0,0,0,1,0,0,1,0,1
x_2658576201125356,Why is Joni Ernst ignoring the needs of hard-working Iowans during a pandemic?,0,0,0,0,0,0,0,1,1
x_1022912301466454,"Joe Biden just did an *AMAZING* job at the first debate!  AND the news gets even better: We’re seeing Top Democrats donating in droves to defeat Donald Trump! So we’re stepping up to elect Democrats nationwide and hand Joe Biden an unbreakable Democratic Majority. If you felt like Joe Biden fought for you on the debate stage, please chip in $10 to make this our largest fundraising hour EVER!   This is the perfect opportunity to send Donald Trump a powerful message -- so we’re 3X-MATCHING ALL donations through midnight. Rush $10 (really worth $30!) to fund our work to DEFEAT Donald Trump >>",1,0,0,0,0,0,0,0,0
x_1057817794671293,We can no longer ignore the irresponsibility of his responses to critical issues. MAKE AMERICA HONEST AGAIN!,0,0,0,0,0,0,0,1,1
x_1038868426559767,"Chris Ward's leadership for climate change action, reducing plastics & trash, and 100% clean energy goals earned him the support of CA League of Conservation Voters & San Diego Democrats for Environmental Action. Vote Chris Ward for State Assembly.",0,0,0,0,0,0,0,1,1
x_1012960615853327,I’m counting on conservatives like you to vote early so we can win BIG on Election Day. Click below & find your poll.,0,0,0,1,0,0,0,1,1
x_268735317823550,"We SHRIEKED -- Democrat Amy McGrath had a NARROW lead against Mitch McConnell in a recent poll. If Amy McGrath beats McConnell, we’ll FLIP the Senate blue. So  Republicans are panicking and pouring in MILLIONS to save Mitch’s career (NO!!) Act NOW: rush $10 (500%-matched for a limited time!!) or we’ll LOSE the Kentucky Senate Race!",1,0,0,0,0,0,0,0,0
x_701689230723015,North Dakota: It went viral.,0,0,0,0,0,0,0,0,0
x_1630706743773912,Lies. Deceit. Hypocrisy. Cal Cunningham is not the man he pretends to be.,0,0,0,0,0,0,0,1,1
x_1856474617843603,"Vote Cal Cunningham (D-NC) for U.S.Senate! Cal Cunningham will deliver real pandemic relief to struggling families – including strengthening unemployment benefits, supporting small businesses, and direct payments to put money in the pockets of working people. SPLC Action is proud to endorse Cal, but to make sure he gets elected, we need you with us. So please, vote Cal Cunningham for U.S. Senate.",0,0,0,0,0,0,0,1,1
x_1002576413539378,Social Security is a promise. You’ve paid for it. Biden will protect it.,0,0,0,0,0,0,0,1,1
x_1462700567262240,"""Before President Trump, we [African Americans] were promised so much, but few politicans delivered"" - Evangelist Alveda King (MLK's Niece)  Under President Trump:  ✅ Lowest Unemployment for Black Americans ✅ Billions invested into urban communities through Opportunity Zones ✅ Fully funded Historical Black Colleges",0,0,0,0,0,0,0,0,1
x_1081873288935169,"Lindsey Graham is CRYING on Fox News begging for money because he’s PLUMMETING in South Carolina Senate polls!   While Lindsey Graham is out HUMILIATING himself on national television, his Democratic opponent is SOARING in the polls! This is our chance to make sure Lindsey Graham’s career is done for good -- BUT we need good Democrats to step up now and help us seal the deal. If every Good Democrat reading this chips in $10, we can defeat Republicans like Graham. The Senate WILL flip blue! So we’re unlocking a 300%-Match for the next 24 hours to defeat Republicans like Lindsey Graham. Please, rush your 300%-MATCHED donation now!",1,0,0,0,0,0,0,0,0
x_1309004502773556,"GREAT NEWS: Joe Biden CRUSHED Trump during the first Presidential Debate!  Biden fired up Democrats with his **AMAZING** debate performance. But now Republicans are terrified... so they’re POURING cash into Trump’s campaign. If Trump overpowers Joe Biden, Democrats’ chances for victory will go DOWN the drain. WE COULD LOSE OUR HOUSE MAJORITY!  This is urgent: we are activating our 5X-MATCH on all donations -- but only till the end of the week! We NEED to meet our $200,000 goal to elect Democrats and PROTECT our House Majority in November.   Don’t let this momentum go to waste -- rush a $5 donation now!",1,0,0,0,0,0,0,0,0
x_327125255163475,"Jon Voight here! My friend, former Navy SEAL Derrick Van Orden, is in a major race that could flip the House RED. We need your support!",1,0,0,0,0,0,0,0,0
x_672318880075511,Georgia can’t trust Jon Ossoff in the Senate. He supports radical bans on guns and magazines. Defend your rights. Defeat Jon Ossoff.,0,0,0,0,0,0,0,1,1
x_1199158677150943,"Maine is facing a leadership crisis. While Susan Collins could have forced pharmaceutical companies to put Mainers first, she instead accepted $500,000 in contributions from Big Pharama and paid them back with billions in tax breaks.   We need a senator who will put the health and safety of Mainers above the profits of Big Pharma. Our time is running out. This November, we need to vote to replace Susan Collins.",0,0,0,1,0,0,0,1,1
x_1753703028123176,"Cal Cunningham billed taxpayers for days he didn’t show up for work. Then dodged his own taxes, with tax breaks worth $40,000 for a wet bar and butler’s pantry in his historic mansion. Tax breaks for him, higher taxes for you. Reject Cal Cunningham.",0,0,0,0,0,0,0,1,1
x_383508566365948,"Joe is running to represent House District 39B in Washington County, which includes Stillwater, Grant, and communities in the St. Croix River Valley. Joe is a small business owner, husband, father of two and a lifelong resident of the east metro area.",0,0,0,0,0,0,0,1,1
x_1022134424878383,"Your vote has never mattered more than it does right now.  Please go to iwillvote.com to confirm your voter registration and make a plan to vote. And make sure everybody you know does, too.",0,0,0,1,0,0,0,1,1
x_1023150128108266,"We did it! Judge Amy Coney Barrett has been confirmed to the Supreme Court. I had her back, and now I need you to have mine. My opponent is attacking me and raising millions. I need your help to fight back. We're in a fight for the heart and soul of this country. Please donate $5, $10, or even $25 if you can!",1,0,0,0,0,0,0,0,0
x_1014658248959029,"When Joe Biden’s son battled with cancer, healthcare workers were there. Joe saw first-hand the value of our work and he’ll be there for us as our next President.",0,0,0,0,0,0,0,1,1
x_1331334830549608,NANCY PELOSI could decide the results of the 2020 election if you don’t act now! Protect President Trump while 600% Matching is still active.,1,0,0,0,0,0,0,1,0
x_1785338168287667,Mark Kelly does NOT care about the people of Arizona🚫 💵Sells himself to big corporations in foreign countries for CASH 💵Swindled Pima County taxpayers to give his OWN company $15 million,0,0,0,0,0,0,0,1,1
x_1000082913764863,"I’m running for U.S. Senate to represent Montana, and I’m asking you for just $5 to help me get there. The polls are close, election day is near, and your donation will make a difference. Can you chip in?",1,0,0,0,0,0,0,0,0
x_1295478720784934,"URGENT: If Mark Kelly wins in Arizona, he will be sworn in immediately & BLOCK Pres. Trump’s Nominee! Help Martha keep Arizona RED:",1,0,0,0,0,0,0,0,0
x_328084945156419,Jim Mooney knows the impact that COVID-19 has had on our community. He’ll work both parties to get our economy moving and help us recover,0,0,0,0,0,0,0,0,1
x_1012444369190120,"In 2016, platforms like Twitter enabled trolls to spread disinformation. Now Trump is using the same platform to spread lies about Vote by Mail, saying that “with Universal Mail-In Voting 2020 will be the most INACCURATE & FRAUDULENT Election in history”. It’s clear that Trump’s tweets are all blatant attempts to keep people from voting in November, and it’s completely unacceptable.  It’s time for us to send a clear message that Twitter CEO Jack Dorsey must remove Trump from Twitter. Stand with Women’s March and sign our petition today:",0,0,0,0,0,0,1,1,0
x_1029803877469381,"FACT: when drug companies jack up the price of medication on people with preexisting conditions, Rep. Gil Cisneros gets rich!  Trusting that Rep. Gil Cisneros will fight to lower drug prices: that is a prescription for disappointment.    Get the facts: https://washex.am/3c3juhZ",0,0,0,0,0,0,0,0,1
x_1085043258909683,David Perdue fights for low taxes and less red tape so small businesses can recover and you can keep more of what you earn. Jon Ossoff supports big government policies that raise taxes and hurt small businesses. Vote for David Perdue!,0,0,0,0,0,0,0,1,1
x_1770659603089124,"Sara Gideon’s fuel tax would increase gas prices by 40 cents per gallon. Raising taxes would hurt Maine workers, our farmers, and our families. Now more than ever, Maine can’t afford Sara Gideon.",0,0,0,0,0,0,0,1,1
x_2366412423655542,🇺🇸 Show Support for President Trump ✔️ Kentucky For Trump Dog Bandana 👉 Quantities Extremely Limited 🦅 Ships From The Good Old USA,0,0,1,0,0,0,0,0,0
x_1014231669029855,"We’re in full gear to make sure that Trump is defeated this election, but as we head toward November, we’re increasingly asking ourselves: if he loses, would it really be surprising if he cried “rigged” election? The answer seems clear to us -- we need to mobilize and prepare for a scenario in which Trump tries to reject the results of November’s election.   Protect the Results is a joint project with Stand Up America, our sister grassroots organization. Together, we are working to build a broad coalition of grassroots organizations and patriotic activists to build the infrastructure to mobilize Americans to take action should this scenario come to pass.   With Trump already signaling his desire to delay the election and intent to contest mail-in ballots -- despite vote-by-mail likely being the safest way for millions to vote this election -- it’s more important than ever before that we protect the valid results of the election.  Chip in to fund the Protect the Results program and support all the work we’re doing this year to defeat Trump.   (Paid for by Indivisible Action (indivisible.org) and not authorized by any candidate or candidate’s committee.)",1,0,0,0,0,0,0,0,0
x_1000025943756365,"Cuando Cristina vote, votará para sacar a Trump de su puesto. La vida de su hermano depende de su voto. Él tiene DACA y Trump lo quiere deportar. Su hermano no puede detener a Trump. Nosotros sí. Vota para SACAR a Trump.",0,0,0,1,0,0,1,0,1
x_1002573140155876,Tax cuts for the middle class. 10 million new jobs. Beat COVID. That’s how Joe Biden will rebuild our economy.,0,0,0,0,0,0,0,1,1
x_1546228415568526,Why is Donald Trump in such a supreme hurry to replace Ruth Bader Ginsburg during the middle of a pandemic? His motives are obvious.   Stop him: https://afjactioncampaign.org/blockbarrett-amy-coney-barrett-resources/,0,0,0,0,0,0,0,1,1
x_1443839389159251,"Pres. Trump continues to downplay COVID, while this pandemic ravages the Black community.",0,0,0,0,0,0,0,1,1
x_648670996004957,Just Sip Some Wine and Tell Them... 🇺🇸 Get 20% off using PK20 at checkout Shop Now - Vote Later,0,0,1,0,0,0,0,0,0
x_1002243756938688,"“The African American community only is going to have its place equal to everyone else when they’re in a position to be able to build wealth,” Biden said.  “And that goes for everything from access to being able to purchase a home, access to jobs, access to just being able to have an even shot.”  Biden, the former vice president under President Barack Obama, said he’s aware of how Black communities have been shortchanged by structural racism, evidenced most recently by the disproportionate death rate for Black Americans with COVID-19.",0,0,0,0,0,0,0,1,1
x_1032904483840066,America needs someone who gets it. America needs Joe Biden. #ad,0,0,0,0,0,0,0,1,1
x_1056614064773562,Joe Biden's plan increases Social Security benefits so seniors can retire with dignity.,1,0,0,0,0,0,0,1,1
x_2462685717360056,Florida House 50 needs Coach P in Tallahassee now more than ever!,0,0,0,0,0,0,0,0,1
x_1057559734698020,"What if Biden Wins? Will your retirement savings be safe from political turnover?  With this FREE Guide + Special Report, you will uncover:   ◼️ Hidden laws that can have a significant impact on your retirement savings in times of financial distress ◼️ Trends from previous Presidential elections that drove thousands of individuals to diversify their portfolio in safe haven assets ◼️ Tax benefits that may not be available post election  Protect & secure your wealth NOW!",0,0,1,0,0,0,0,1,0
x_345402769873552,"When Barbara Bollier thinks you're not listening, she's dreaming up a gunless world. Don't let Barbara Bollier's dream become reality. Defeat Barbara Bollier.",0,0,0,0,0,0,0,1,1
x_350573789490303,HIS RESPECT FOR WOMEN President Trump says he has great respect for women. Has he shown this in word and deed? And do you believe it even matters when considering him for reelection?,0,0,0,0,0,0,0,0,1
x_1043496686111138,"When our brave veterans were being denied health care, I went to work.   I wrote and passed a law to get veterans suffering from PTSD the help they needed. Veterans had our backs, and I will take on anyone to make sure we have their backs now.",0,0,0,0,0,0,0,1,0
x_2836211179997489,"It’s not up for debate: COVID-19 has hit our communities the hardest. Between the large numbers of Black workers on the frontlines and the racial inequalities we face daily,  we’re dealing with two crises at once – and Trump has only made it worse. We need someone who will lead us out of the pandemic and build a country truly made for all of us. That’s Joe Biden.",0,0,0,0,0,0,0,1,1
x_1022879551547112,"Here's the truth: Donald Trump says we're rounding the corner, but the numbers couldn't be clearer. COVID-19 cases in America are surging, and it's time we had a president who took this virus seriously.",0,0,0,0,0,0,0,1,0
x_614024099294346,The choice for North Carolina is clear - vote @[162676813937511:274:Dan Forest] for Governor. danforest.com/vote,0,0,0,0,0,0,0,0,1
x_1027982487654540,Nothing political. I just love this guy.,0,0,0,0,0,0,0,0,1
x_1053692801746446,"With the smell of California wildfires in the air, President Donald Trump on Monday ignored the scientific consensus that climate change is playing a central role in the historic fires and renewed his unfounded claim that failure to rake forest floors and clear dead timber is mostly to blame.",0,0,0,0,0,0,0,0,1
x_1179645089102222,This election we must fight against the radical left to protect our communities and advance President Trump's agenda. Learn more below.,0,0,0,0,0,0,0,1,1
x_1246407869067869,"🚨🚨🚨🚨🚨 The Presidential Race in Texas is in the single digits! If we don’t KEEP TEXAS Red then President Trump will lose. So please, take just :05s to make your X donation right now. The election could come down to just a few voters so every single donation counts.",1,0,0,0,0,0,0,0,0
x_1248623278825426,Leslie Rutledge - Republican Candidate for Governor - is working hard to get out the vote for President Trump. She proudly supports his America First Agenda. Add your name to join her!,0,0,0,0,0,0,1,0,0
x_272383967325519,"She said she’d protect people with pre-existing conditions, but Martha McSally voted to gut protections for pre-existing conditions EIGHT times. Watch the video.",0,0,0,0,0,0,0,1,1
x_334155404371877,It's time for Sen. Susan Collins to deliver for our democracy. Text COLLINS to 528-86 and urge her to help fund our U.S. Postal Service.,0,1,0,0,0,0,0,0,0
x_2687760574770079,"As 'Teacher of the Year', I have worked with our community to protect our resources, increase transparency in our government, and support our kids to build their futures. Now I am running for #Florida House to continue the work.  With your vote we can: ✓ Fight to fully fund education ✓ Protect our parks, water, and natural resources ✓ Allocate resources for those affected by COVID-19 ✓ Improve access and costs to healthcare",0,0,0,0,0,0,0,1,1
x_1002215930201584,"Here’s the deal: this race is incredibly close. As early voting begins, we need our message to reach as many voters as possible in order to defeat Trump and Republicans down the ballot. A key part of that is sending yard signs to supporters across America, but we need the funds to cover our printing and distribution costs. Can you make your best donation to help us blanket the nation in yard signs as Election Day grows near? Whatever you can give right now makes a huge difference in electing Joe, Kamala, and Democrats nationwide.",1,0,0,0,0,0,0,0,0
x_1053706188378267,"Our nation is in the midst of four crises—a health pandemic, an economic crisis, a reckoning with racism and a climate emergency—and that's why we need Jaime Harrison's leadership in the U.S. Senate.",0,0,0,0,0,0,0,1,1
x_1002784410224431,"Every single day since Donald Trump was elected, we’ve been looking forward to this – finally, Election Day is here.  Take just a minute right now to confirm your polling place, and then get out and vote Trump out on Tuesday, Nov. 3!",0,0,0,1,0,0,0,0,0
x_1064866980682263,Please sign the petition to tell Congress you absolutely will not accept another Trump Supreme Court justice!,0,1,0,0,0,0,0,0,0
x_1073421453076957,I'm proud to have the endorsement of Governor DeSantis! Click below to find your polling location and get ready to vote on Election Day.,0,0,0,0,0,0,0,1,1
x_1012787175891822,"If you care about stopping climate change and saving our planet, there’s only one choice in this Senate race.",0,0,0,0,0,0,0,1,0
x_347439270022868,"Chris Sununu calls himself ""a Trump guy, through and through,"" and the similarities go beyond words. Just like Trump, Sununu has filled our state's highest court with conservative justices, and now is holding the Chief Justice seat open for a conservative, anti-choice activist. And this is just his latest attack on reproductive rights.  If we're going to protect reproductive rights, we need to defeat Sununu and Trump this November. Contribute $5 or more right away >> https://bit.ly/2SqGYVa",1,0,0,0,0,0,0,0,1
x_1017138708749054,"As the nation grieves Justice Ginsburg, Trump and his cronies are already scheming to fill her seat. This is everything we’ve warned about since day one of Trump’s Presidency. We weren’t being hyperbolic. What’s at stake couldn’t be any clearer:  If Trump and the Republicans are allowed to appoint another Justice, Roe v. Wade will be overturned. It’s that simple.   But we won’t let that happen. We will do what it takes to stop any more sham SCOTUS hearings and make sure that the people’s voices are heard on November 3rd.   Chip in to support this critical work, and help us honor Justice Ginsburg’s legacy by protecting women’s reproductive rights and defeating Trump this fall.",1,0,0,0,0,0,0,0,0
x_253676612602690,Cory Gardner claims to support the environment -- but these claims are bogus.     The truth is that Gardner has:   👎Taken $2 million from corporate polluters  👎Put lobbyists in charge of climate policy  👎Rolled back pollution restrictions,0,0,0,0,0,0,0,1,1
x_1652950271545771,"Two months ago, we learned that President Trump apparently ignored reports of Russian targeting of U.S. Marines in Afghanistan. That story appears to have been forgotten and given the daily outrageous conduct by this Administration, it is disturbing yet not surprising. Maybe it’s being investigated and we’ll get some answers in due time.  Yet, here we are again. I mentioned before that I have a daughter in the U.S. Marines and I would like to say more about that. She is a Second Lieutenant and in two weeks she will finish her training and begin her career as an officer in the service of her country.  This is all a new world for me since and aside from grandfathers who served in World War II, I have no personal connection with the military. But, as any American, I was raised to respect and honor their service and sacrifice. Anybody who has studied history would have to appreciate this, from the American Revolution to the Civil War to today.   I don’t personally know any other moms here who have children in the military now although I am certain I represent many who live in my district. Looking for information on her “graduation” I found the Facebook group for The Basic School (TBS). TBS is the level of training after Officer Candidate School. It’s great to see the pictures of the training and individual stories of those in training. However, every Sunday the site posts a picture and story of a Marine killed in action over the years. A reality check of what it means to be a Marine.  Are they “losers”, “suckers”? According to our President, they are.   In politics, there is a lot of empty rhetoric, lots of talk and no action. “Support the troops” comes to mind. What does that even mean? Putting a flag sticker on your car? Making a Facebook post?   I’m a Democrat so I see that Republicans have appropriated the patriotic, pro-military position. Where are they now? Are they choosing to support the worst President we have ever had over our members of the Armed Forces? I, however, refuse to defer to them on who is more patriotic, or who supports the troops more. I’m going to say it: I support the troops and I am calling on all my colleagues and especially my Republican opponent, an Army veteran herself, to stand up to this horrible president and distance themselves from his abhorrent rhetoric.   My daughter is most definitely not a “sucker” or loser”. She is a classically trained harpist who graduated from the top program in the country. She trained and worked for three years in Philadelphia as a professional paramedic saving countless lives. She is an amazing sister to her six siblings and has proven to me she can do anything she sets her mind to. She has chosen to be an officer in the United State Marine Corps and I could not be prouder.",0,0,0,0,0,0,0,0,0
x_347374430033190,"(Please Share)Bringing home resources, saving lives & finding opportunities for the next generation has been my priority. #VicenteConLaGente",0,0,0,0,0,0,0,0,1
x_1036253346815740,A look at where the two presidential candidates stand on key issues.,0,0,0,0,0,0,0,1,0
x_1038012273297914,Sara Gideon attacks bipartisan programs that help small businesses. She is ineffective and a risky choice for Maine. Learn more.,0,0,0,0,0,0,0,1,1
x_253663022750961,Raphael Warnock will fight for protections for pre-existing conditions. That’s the kind of Senator Georgia needs.,0,0,0,0,0,0,0,1,1
x_1008358972970526,"Joe Biden and Kamala Harris know that we should make decisions about our bodies and our health, not politicians -- and they’re ready to fight for our reproductive rights. If you agree, get out and vote Biden-Harris today.",0,0,0,0,0,0,0,1,1
x_1000113490490882,I’m going to get it done. But I need your vote — and your voice. Let’s do this together.,0,0,0,0,0,0,0,1,1
x_3412560375490711,It was an honor to work alongside Tracy Matheson to get important legislation passed in her daughter's memory,0,0,0,0,0,0,0,1,1
x_339590397103756,"We are in a battle for the soul of this nation. But together, it's a battle we can win.   Join Asian Americans and Pacific Islanders for Biden this Wednesday, October 14 at 7:00PM ET / 4:00PM PT for our National AAPIs Assemble! Program and Phone Bank with BD Wong.   Register here: joe.link/aapicall",0,0,0,0,1,0,0,0,0
x_1090719731330329,"After FOUR DECADES in the Washington Swamp, Joe Biden has accomplished nothing.  He’s just a washed-up, career politician being used as a PAWN by the Radical Left.  The fact is, Sleepy Joe is not the leader of his party. He is the helpless puppet of the Democrats.  Does that sound like someone who’s ready to lead a Country?  Donate NOW to help President Trump beat Sleepy Joe on November 3rd",1,0,0,0,0,0,0,0,0
x_1006425509821837,"FILL THAT SEAT!  Justice Ruth Bader Ginsburg was an amazing woman who led an amazing life. The President is right, we have an obligation to fill the vacancy on the Supreme Court, without delay!  At this critical moment, he’s counting on his STRONGEST supporters, like YOU, to step up and Make America Great Again!  FOR THE NEXT HOUR: ALL GIFTS 800%-MATCHED!",1,0,0,0,0,0,0,0,0
x_338913104046644,SHARE this with anyone who votes in the City of San Diego!  Measure A is a massive property tax hike that will hurt working families who are already struggling during this pandemic. Join me in voting NO on Measure A!,0,0,0,0,0,0,0,1,1
